"category","role","level","region","rate_type","rate_low","rate_high","rate_unit","notes","last_updated"
"Contingent Workforce","Business Systems Analyst","5-7 Years","APAC","Bill Rate","$25","$35","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Lead Business Systems Analyst","7+ Years","APAC","Bill Rate","$36","$41","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Project Coordinator","1-3 Years","APAC","Bill Rate","$11","$21","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Project Manager","3-5 Years","APAC","Bill Rate","$25","$35","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Project Manager","7+ Years","APAC","Bill Rate","$35","$41","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Project Manager","9+ Years","APAC","Bill Rate","$43","$50","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Program Manager","10-15 Years","APAC","Bill Rate","$53","$62","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Program Director","15+ Years","APAC","Bill Rate","$66","$80","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Scrum Master","3-5 Years","APAC","Bill Rate","$35","$41","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Scrum Master","5-7 Years","APAC","Bill Rate","$44","$50","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Agile Coach","7+ Years","APAC","Bill Rate","$53","$59","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Product Manager","5+ Years","APAC","Bill Rate","$41","$51","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Product Manager","7+ Years","APAC","Bill Rate","$53","$60","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Product Manager Technical","5+ Years","APAC","Bill Rate","$52","$59","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Product Manager Technical","7+ Years","APAC","Bill Rate","$65","$72","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Product Owner","1-3 Years","APAC","Bill Rate","$23","$29","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Product Owner","3-5 Years","APAC","Bill Rate","$32","$38","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Product Owner","5-7 Years","APAC","Bill Rate","$38","$45","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Product Owner","7+ Years","APAC","Bill Rate","$45","$59","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Delivery / Relationship Manager","9+ Years","APAC","Bill Rate","$49","$55","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Delivery / Relationship Manager","12+ Years","APAC","Bill Rate","$59","$62","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Vendor Manager","3-5 Years","APAC","Bill Rate","$48","$53","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Vendor Manager","5+ Years","APAC","Bill Rate","$57","$60","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Technical Writer","3-5 Years","APAC","Bill Rate","$17","$26","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Technical Writer","5-7 Years","APAC","Bill Rate","$29","$38","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Technical Writer","7+ Years","APAC","Bill Rate","$41","$51","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Helpdesk Support Level I","3-5 Years","APAC","Bill Rate","$12","$21","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Helpdesk Support Level II","5-7 Years","APAC","Bill Rate","$24","$34","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Helpdesk Lead","7+ Years","APAC","Bill Rate","$37","$40","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Network Tech","1-3 Years","APAC","Bill Rate","$17","$26","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Network Tech","3-5 Years","APAC","Bill Rate","$29","$38","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Network Engineer","5-7 Years","APAC","Bill Rate","$41","$51","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Network Engineer","7+ Years","APAC","Bill Rate","$54","$63","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Network Architect","7-10+ Years","APAC","Bill Rate","$65","$73","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Network Architect","10+ Years","APAC","Bill Rate","$77","$82","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Network Project Manager","5-7 Years","APAC","Bill Rate","$49","$59","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Network Project Manager","7-10+ Years","APAC","Bill Rate","$62","$68","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Security Analyst","1-3 Years","APAC","Bill Rate","$12","$21","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Security Analyst","3-5 Years","APAC","Bill Rate","$24","$34","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Security Analyst","5-7 Years","APAC","Bill Rate","$37","$40","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Security Analyst","7+ Years","APAC","Bill Rate","$41","$51","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Security Engineer","3-5 Years","APAC","Bill Rate","$27","$38","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Security Engineer","5-7 Years","APAC","Bill Rate","$40","$48","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Security Engineer","7+ Years","APAC","Bill Rate","$49","$57","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Security Architect","7-10 Years","APAC","Bill Rate","$54","$62","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Senior Security Architect","10+ Years","APAC","Bill Rate","$64","$72","/hr","Insight Global India rate card 2026. USD hourly.","2026-04-01"
"Contingent Workforce","Software Developer","1-3 Years","LATAM","Bill Rate","$37","$46","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Software Developer","3-5 Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Software Developer","5-7 Years","LATAM","Bill Rate","$55","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Lead Software Developer","7+ Years","LATAM","Bill Rate","$63","$75","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","UI/UX Developer","1-3 Years","LATAM","Bill Rate","$34","$44","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","UI/UX Developer","3-5 Years","LATAM","Bill Rate","$44","$51","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","UI/UX Developer","5-7 Years","LATAM","Bill Rate","$51","$61","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Lead UI/UX Developer","7+ Years","LATAM","Bill Rate","$58","$72","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","UX Researcher","5+ Years","LATAM","Bill Rate","$46","$60","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","DevOps Engineer","1-3 Years","LATAM","Bill Rate","$34","$44","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","DevOps Engineer","3-5 Years","LATAM","Bill Rate","$46","$53","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","DevOps Engineer","5-7 Years","LATAM","Bill Rate","$55","$65","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Lead DevOps Engineer","7+ Years","LATAM","Bill Rate","$65","$79","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Engineer","1-3 Years","LATAM","Bill Rate","$32","$43","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Engineer","3-5 Years","LATAM","Bill Rate","$43","$51","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Engineer","5-7 Years","LATAM","Bill Rate","$53","$60","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Lead Data Engineer","7+ Years","LATAM","Bill Rate","$58","$68","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Scientist","3-5 Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Scientist","5-7 Years","LATAM","Bill Rate","$55","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Data Scientist","7+ Years","LATAM","Bill Rate","$63","$72","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Analyst","1-3 Years","LATAM","Bill Rate","$29","$37","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Analyst","3-5 Years","LATAM","Bill Rate","$37","$46","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Analyst","5-7 Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Data Analyst","7+ Years","LATAM","Bill Rate","$55","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Management Analyst","1-3 Years","LATAM","Bill Rate","$29","$37","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Management Analyst","3-5 Years","LATAM","Bill Rate","$37","$46","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Management Analyst","5-7 Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Management Analyst","7+ Years","LATAM","Bill Rate","$55","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Enterprise Architect","5-8 Years","LATAM","Bill Rate","$55","$68","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Enterprise Architect","9-12 Years","LATAM","Bill Rate","$68","$80","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Lead Enterprise Architect","12+ Years","LATAM","Bill Rate","$80","$89","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Lead Solutions / Applications / System Architect","12+ Years","LATAM","Bill Rate","$80","$89","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Architect","5-7 Years","LATAM","Bill Rate","$55","$68","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Data Architect","7+ Years","LATAM","Bill Rate","$68","$80","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Cloud Engineer","3-5 Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Cloud Engineer","5-7 Years","LATAM","Bill Rate","$55","$68","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Cloud Architect","7+ Years","LATAM","Bill Rate","$63","$80","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Machine Learning Engineer","3-5 Years","LATAM","Bill Rate","$49","$60","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Machine Learning Engineer","5-7 Years","LATAM","Bill Rate","$58","$68","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Principal Machine Learning Engineer","7+ Years","LATAM","Bill Rate","$72","$80","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Tester / QA Analyst / SDET","1-3 Years","LATAM","Bill Rate","$24","$32","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Tester / QA Analyst / SDET","3-5 Years","LATAM","Bill Rate","$32","$43","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Tester / QA Analyst / SDET","5-7 Years","LATAM","Bill Rate","$43","$53","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Test Manager / QA Manager / SDET Lead","7+ Years","LATAM","Bill Rate","$51","$61","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Database Administrator","1-3 Years","LATAM","Bill Rate","$29","$37","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Database Administrator","3-5 Years","LATAM","Bill Rate","$37","$46","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Database Administrator","5-7 Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Lead Database Administrator","7+ Years","LATAM","Bill Rate","$55","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","System Administrator","3-5 Years","LATAM","Bill Rate","$34","$46","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Sr System Administrator","5+ Years","LATAM","Bill Rate","$46","$58","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Production Support Analyst","1-3 Years","LATAM","Bill Rate","$20","$29","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Production Support Analyst","3-5 Years","LATAM","Bill Rate","$31","$41","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Production Support Lead","5-7 Years","LATAM","Bill Rate","$41","$51","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Production Support Manager","7+ Years","LATAM","Bill Rate","$51","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Business Analyst","1-3 Years","LATAM","Bill Rate","$31","$41","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Business Analyst","3-5 Years","LATAM","Bill Rate","$41","$49","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Business Analyst","5-7 Years","LATAM","Bill Rate","$51","$61","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Lead Business Analyst","7+ Years","LATAM","Bill Rate","$58","$65","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Business Systems Analyst","3-5 Years","LATAM","Bill Rate","$44","$51","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Business Systems Analyst","5-7 Years","LATAM","Bill Rate","$53","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Project Coordinator","1-3 Years","LATAM","Bill Rate","$27","$37","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Project Manager","3-5 Years","LATAM","Bill Rate","$37","$51","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Project Manager","7+ Years","LATAM","Bill Rate","$51","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Project Manager","9+ Years","LATAM","Bill Rate","$58","$72","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Program Manager","10-15 Years","LATAM","Bill Rate","$68","$79","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Program Director","15+ Years","LATAM","Bill Rate","$72","$86","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Scrum Master","3-5 Years","LATAM","Bill Rate","$46","$53","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Scrum Master","5-7 Years","LATAM","Bill Rate","$51","$58","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Agile Coach","7+ Years","LATAM","Bill Rate","$58","$68","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Product Manager","5+ Years","LATAM","Bill Rate","$46","$58","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Product Manager","7+ Years","LATAM","Bill Rate","$58","$68","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Product Manager Technical","5+ Years","LATAM","Bill Rate","$48","$58","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Product Manager Technical","7+ Years","LATAM","Bill Rate","$58","$72","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Product Owner","1-3 Years","LATAM","Bill Rate","$29","$37","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Product Owner","3-5 Years","LATAM","Bill Rate","$37","$46","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Product Owner","5-7 Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Product Owner","7+ Years","LATAM","Bill Rate","$55","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Delivery / Relationship Manager","9+ Years","LATAM","Bill Rate","$39","$80","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Delivery / Relationship Manager","12+ Years","LATAM","Bill Rate","$45","$89","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Vendor Manager","3-5 Years","LATAM","Bill Rate","$55","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Vendor Manager","5+ Years","LATAM","Bill Rate","$64","$71","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Technical Writer","3-5 Years","LATAM","Bill Rate","$29","$37","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Technical Writer","5-7 Years","LATAM","Bill Rate","$37","$46","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Technical Writer","7+ Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Helpdesk Support Level I","3-5 Years","LATAM","Bill Rate","$13","$24","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Helpdesk Support Level II","5-7 Years","LATAM","Bill Rate","$20","$29","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Helpdesk Lead","7+ Years","LATAM","Bill Rate","$29","$37","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Network Tech","1-3 Years","LATAM","Bill Rate","$24","$34","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Network Tech","3-5 Years","LATAM","Bill Rate","$34","$44","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Network Engineer","5-7 Years","LATAM","Bill Rate","$46","$55","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Network Engineer","7+ Years","LATAM","Bill Rate","$55","$63","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Network Architect","7-10+ Years","LATAM","Bill Rate","$63","$72","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Network Architect","10+ Years","LATAM","Bill Rate","$72","$80","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Network Project Manager","5-7 Years","LATAM","Bill Rate","$51","$61","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Network Project Manager","7-10+ Years","LATAM","Bill Rate","$61","$72","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Security Analyst","1-3 Years","LATAM","Bill Rate","$34","$41","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Security Analyst","3-5 Years","LATAM","Bill Rate","$43","$49","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
