id,name,domain,category,tier,status,region,annual_spend,renewal_date,primary_contact,supplier_address,supplier_notice,supplier_rep_name,supplier_rep_email,description,sla_score,concentration_risk,financial_risk,delivery_risk,compliance_risk,risk_score,capabilities,notes
V211,DELOITTE AND TOUCHE LLP,deloitte.com,Professional Services,2,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: SOW.
V212,DELOITTE TAX LLP,deloitte.com,Professional Services,2,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: SOW.
V213,IBM (International Business Machine),ibm.com,Professional Services,2,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: SOW.
V214,MBO,mbopartners.com,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: SOW.
V215,OKTANA CORPORATION,okta.com,Professional Services,3,Active,AMER|Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER|Global.,90,35,15,18,12,22,Consulting / Advisory,"StaffUp approved supplier. Source: Profile Worker Suppliers, SOW."
V216,PRICEWATERHOUSECOOPERS LLP (PWC),pwc.com,Professional Services,2,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: SOW.
V217,Swoon Group,swoonstaffing.com,Contingent Workforce,3,Active,AMER|Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across AMER|Global.,90,35,15,18,12,22,Staff Augmentation,"StaffUp approved supplier. Source: Profile Worker Suppliers, SOW."
V218,Acacia,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V219,&yet,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V220,10k Advisors,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V221,Accenture Solutions Pvt. Ltd,accenture.com,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V222,10KView,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V223,Allied Universal Security,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V224,10up,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V225,1455 Lincoln Parkway,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V226,AMEX,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V227,20Six,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V228,"Appiphony, LLC",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V229,360 Events & Promotions,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V230,3E ENGAGE ENTHUSE EMPOWER LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V231,580 Strategies,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V232,Bee Clean Building Maintenance Inc.,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V233,64 Labs Inc,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V234,"BTS USA, Inc",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V235,7Summits,,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V236,Bulpros Consulting AD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V237,A42 Labs,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V238,Able,tableau.com,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V239,Carpet Concepts,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V240,ABLE Engineering,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V241,Able Janitorial,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V242,Able Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V243,ABM Janitorial,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V244,"Collabera, Inc.",,Contingent Workforce,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V245,Acceleration,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V246,Compass Group,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V247,Accenture Global Technical Services,accenture.com,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V248,"Computec Engineering, Ltd",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V249,ACCO,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V250,Corporate Care,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V251,"Account Spark, Inc.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V252,ACES,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V253,Crown Moving and Storage,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V254,Aces Air-conditioning,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V255,Acrobat,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V256,Deloitte India,deloitte.com,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V257,Active Development Labs,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V258,Deltra Recruitment Limited,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V259,Ad Associes,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V260,Ada Developers,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V261,Dr. Sasse Gebäudedienste,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V262,AddLife,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V263,ADECCO ARGENTINA S A,adecco.com,Contingent Workforce,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V264,EXPERT SUPPORT INC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V265,Adesso SE,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V266,ADI Tech Consulting,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V267,GammaRenax AG,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V268,AdvanceB2B,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V269,Gavin De Becker,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V270,Advanced Installation Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V271,Genesys Works - Bay Area,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V272,Advanced Technology Group,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V273,GLAD Security,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V274,Advantage Security,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V275,Advantage Systems Inc.,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V276,"Hero Digital, LLC",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V277,Advictoriam Solutions,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V278,Hexod Security SL,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V279,AEC Resources,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V280,Hotovo,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V281,AECOM,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V282,Infosys Limited,infosys.com,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V283,Aegis Japan,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V284,Infosys Limited India,infosys.com,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V285,Aetna,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V286,Intetics Inc.,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V287,Aetos LLC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V288,Jonckers,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V289,AFD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V290,"MATRIX Resources, Inc.",,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V291,Agent3,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V292,"Agility Technologies, Inc.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V293,MEXTOR SAS,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V294,Agraa,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V295,Michael Page,michaelpage.com,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V296,AHI,techmahindra.com,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V297,Mitie,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V298,AHRC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V299,MTX Group Inc,,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V300,AI Squared,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V301,Multiply Technology,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V302,Aim Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V303,Netrovert Software Inc,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V304,Ainsworth,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V305,Air Conditioning Engineering Svs,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V306,AIS,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V307,Penta,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V308,Akorda,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V309,Professional Tax Contracting Services (PTCS),,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V310,Alexander Mann Solutions (AMS),,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V311,Alight Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V312,Resources Torrent LLC,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V313,Alinea Consulting,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V314,RocketPower,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V315,Alison Regenold Executive Events,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V316,"ServiceSource International, Inc.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V317,All of It Now LLC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V318,Slomoff Consulting Group,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
